fixture_date,season,division,player_id,player_name,high_break
2019-03-13,18,1,983276809,David Gillingham [-30],41
2019-03-13,18,1,983276809,David Gillingham [-30],37
2019-03-13,18,1,983276809,David Gillingham [-30],30
2019-03-13,18,1,37136679,Robert (Bob) Jay,49
2019-03-13,18,1,297844767,Mick Lott [-10],40
2019-02-20,18,1,715839724,Chris Mason [-30],45
2019-02-20,18,1,715839724,Chris Mason [-30],38
2019-02-20,18,1,983276809,David Gillingham [-30],76
2019-02-13,18,1,297844767,Mick Lott [-10],64
2019-02-13,18,1,908008030,Geoff Randall [-20],48
2019-02-13,18,1,715839724,Chris Mason [-30],38
2019-02-13,18,1,715839724,Chris Mason [-30],33
2019-02-13,18,1,983276809,David Gillingham [-30],56
2019-02-06,18,1,908008030,Geoff Randall [-20],36
2019-02-06,18,1,908008030,Geoff Randall [-20],30
2019-02-06,18,1,983276809,David Gillingham [-30],39
2019-02-06,18,1,715839724,Chris Mason [-30],30
2019-01-23,18,1,297844767,Mick Lott [-10],64
2019-01-23,18,1,983276809,David Gillingham [-30],68
2019-01-23,18,1,908008030,Geoff Randall [-20],48
2019-01-23,18,1,908008030,Geoff Randall [-20],40
2019-01-23,18,1,908008030,Geoff Randall [-20],34
2019-01-23,18,1,908008030,Geoff Randall [-20],31
2019-01-16,18,1,297844767,Mick Lott [-10],38
2019-01-16,18,1,715839724,Chris Mason [-30],41
2019-01-16,18,1,51829191,Nigel Stilwell,41
2019-01-16,18,1,283685400,Barry Martin [-20],40
2019-01-16,18,1,908008030,Geoff Randall [-20],38
2019-01-16,18,1,283685400,Barry Martin [-20],35
2019-01-09,18,1,283685400,Barry Martin [-20],34
2019-01-09,18,1,297844767,Mick Lott [-10],35
2019-01-09,18,1,983276809,David Gillingham [-30],38
2019-01-09,18,1,983276809,David Gillingham [-30],33
2019-01-09,18,1,392836520,Pip Akehurst,24
2019-01-09,18,1,715839724,Chris Mason [-30],44
2019-01-09,18,1,622820041,Russell Hughes,33
2019-01-09,18,1,622820041,Russell Hughes,28
2018-12-12,18,1,297844767,Mick Lott [-10],47
2018-12-12,18,1,297844767,Mick Lott [-10],45
2018-11-21,18,1,482444234,Richard Barrett [-20],57
2018-11-21,18,1,908008030,Geoff Randall [-20],50
2018-11-21,18,1,482444234,Richard Barrett [-20],43
2018-11-21,18,1,908008030,Geoff Randall [-20],40
2018-11-21,18,1,983276809,David Gillingham [-30],39
2018-11-21,18,1,983276809,David Gillingham [-30],33
2018-11-14,18,1,482444234,Richard Barrett [-20],70
2018-11-14,18,1,908008030,Geoff Randall [-20],59
2018-11-14,18,1,283685400,Barry Martin [-20],36
2018-11-14,18,1,908008030,Geoff Randall [-20],33
2018-11-14,18,1,283685400,Barry Martin [-20],33
2018-11-14,18,1,983276809,David Gillingham [-30],42
2018-11-14,18,1,983276809,David Gillingham [-30],38
2018-11-14,18,1,297844767,Mick Lott [-10],34
2018-11-14,18,1,297844767,Mick Lott [-10],32
2018-11-14,18,1,715839724,Chris Mason [-30],46
2018-11-07,18,1,482444234,Richard Barrett [-20],62
2018-11-07,18,1,482444234,Richard Barrett [-20],54
2018-11-07,18,1,908008030,Geoff Randall [-20],53
2018-11-07,18,1,482444234,Richard Barrett [-20],43
2018-11-07,18,1,715839724,Chris Mason [-30],39
2018-11-07,18,1,715839724,Chris Mason [-30],33
2018-11-07,18,1,896685756,Ian Fennell,30
2018-11-07,18,1,578580599,Ian Smith,29
2018-10-24,18,1,37136679,Robert (Bob) Jay,47
2018-10-24,18,1,297844767,Mick Lott [-10],37
2018-10-24,18,1,482444234,Richard Barrett [-20],37
2018-10-24,18,1,715839724,Chris Mason [-30],65
2018-10-24,18,1,622820041,Russell Hughes,39
2018-10-24,18,1,622820041,Russell Hughes,36
2018-10-24,18,1,983276809,David Gillingham [-30],37
2018-10-24,18,1,983276809,David Gillingham [-30],32
2018-10-17,18,1,297844767,Mick Lott [-10],39
2018-10-17,18,1,297844767,Mick Lott [-10],32
2018-10-17,18,1,908008030,Geoff Randall [-20],52
2018-10-17,18,1,482444234,Richard Barrett [-20],33
2018-10-17,18,1,283685400,Barry Martin [-20],31
2018-10-17,18,1,983276809,David Gillingham [-30],34
2018-10-10,18,1,908008030,Geoff Randall [-20],51
2018-10-10,18,1,283685400,Barry Martin [-20],40
2018-10-10,18,1,482444234,Richard Barrett [-20],40
2018-10-10,18,1,482444234,Richard Barrett [-20],32
2018-10-10,18,1,908008030,Geoff Randall [-20],30
2018-10-10,18,1,715839724,Chris Mason [-30],37
2018-10-10,18,1,715839724,Chris Mason [-30],36
2018-10-10,18,1,715839724,Chris Mason [-30],32
2018-10-10,18,1,297844767,Mick Lott [-10],41
2018-09-26,18,1,983276809,David Gillingham [-30],35
2018-09-26,18,1,908008030,Geoff Randall [-20],59
2018-09-26,18,1,482444234,Richard Barrett [-20],49
2018-09-26,18,1,283685400,Barry Martin [-20],43
2018-09-26,18,1,482444234,Richard Barrett [-20],31
2018-09-19,18,1,297844767,Mick Lott [-10],33
2018-09-19,18,1,297844767,Mick Lott [-10],30
2018-09-19,18,1,37136679,Robert (Bob) Jay,29
2018-09-19,18,1,908008030,Geoff Randall [-20],53
2018-09-12,18,1,908008030,Geoff Randall [-20],53
2018-09-12,18,1,283685400,Barry Martin [-20],51
2018-09-12,18,1,482444234,Richard Barrett [-20],42
2018-09-12,18,1,283685400,Barry Martin [-20],40
